system:index,aspct_16_10_B0,aspct_32_10_B0,aspct_4_10_B0,ca_10000_1_B0,ca_10_1_B0,ci_16_100_B0,ci_32_100_B0,ci_4_100_B0,crosc_16_1M_B0,crosc_32_1M_B0,crosc_4_1M_B0,dah_10k_B0,devmeanelev_16_1k_B0,devmeanelev_32_1k_B0,devmeanelev_4_1k_B0,dfa_10_B0,diffmeanelev_16_100_B0,diffmeanelev_32_100_B0,diffmeanelev_4_100_B0,diffopen_256_100k_B0,diffopen_2_100k_B0,diffopen_32_100k_B0,dis_100_B0,fel_1_B0,gmrph_ms_300_1_B0,gmrph_ms_30_1_B0,gmrph_r_3000_1_B0,gmrph_r_300_1_B0,gmrph_r_30_1_B0,hs_st_100_B0,latitude,longc_16_1M_B0,longc_32_1M_B0,longc_4_1M_B0,longitude,maxc_16_1M_B0,maxc_32_1M_B0,maxc_4_1M_B0,mbi_0p001_10k_B0,mbi_0p01_10k_B0,mbi_0p1_100k_B0,mca_10000_1_B0,mca_10_1_B0,minc_16_1M_B0,minc_32_1M_B0,minc_4_1M_B0,minelev_16_1_B0,minelev_32_1_B0,minelev_4_1_B0,morpfeat_16_1_B0,morpfeat_32_1_B0,morpfeat_4_1_B0,msp_10k_B0,nh_10k_B0,no_256_10k_B0,no_2_10k_B0,no_32_10k_B0,perctelev_16_100_B0,perctelev_32_100_B0,perctelev_4_100_B0,pisrdif_2023-01-22_10k_B0,pisrdif_2023-02-22_10k_B0,pisrdif_2023-03-22_10k_B0,pisrdif_2023-04-22_10k_B0,pisrdif_2023-05-22_10k_B0,pisrdif_2023-06-22_10k_B0,pisrdif_2023-12-22_10k_B0,pisrdir_2023-01-22_1k_B0,pisrdir_2023-02-22_1k_B0,pisrdir_2023-03-22_1k_B0,pisrdir_2023-04-22_1k_B0,pisrdir_2023-05-22_1k_B0,pisrdir_2023-06-22_1k_B0,pisrdir_2023-12-22_1k_B0,planc_16_100k_B0,planc_32_100k_B0,planc_4_100k_B0,po_256_10k_B0,po_2_10k_B0,po_32_10k_B0,profc_16_1M_B0,profc_32_1M_B0,profc_4_1M_B0,relelev_16_10_B0,relelev_32_10_B0,relelev_4_10_B0,relmeanelev_16_100_B0,relmeanelev_32_100_B0,relmeanelev_4_100_B0,sl_16_100_B0,sl_32_100_B0,sl_4_100_B0,slh_10_B0,spi_10_B0,stddevelev_16_100_B0,stddevelev_32_100_B0,stddevelev_4_100_B0,stdh_10_B0,swi_10000_1k_B0,swi_10_1k_B0,tpi_32_1k_B0,tpi_4_1k_B0,tri_16_100_B0,tri_32_100_B0,tri_4_100_B0,tsc_16_100_B0,tsc_32_100_B0,tsc_4_100_B0,twi_1k_B0,vlyd_10_B0,vrm_16_100k_B0,vrm_32_100k_B0,vrm_4_100k_B0,.geo
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.140275993672574,,,,-148.86041796772565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-148.86041796772565,58.140275993672574]}"
51,1945,2002,2279,450.15264892578125,450.15264892578125,162,180,-248,-13,6,-156,75,439,389,185,312,47,36,5,741,79,165,,17,1,1,1,3,3,4514,61.821029633870396,4,-10,350,-160.4501873446411,21,6,361,1064,117,118,11030.736328125,35814.01171875,-29,-10,-167,14,14,16,1,1,4,734,5367,15597,15703,15678,4308,4451,4076,1985,5178,9011,10608,13462,14821,1236,77,549,1875,3912,5364,5965,10,223,-324,1752,15671,15711,15695,4,-10,350,29,29,12,47,36,5,34,11,51,19,34,109,93,29,118,11867,13045,49,67,119,100,30,5817,5355,7804,10993,16,48,30,6,"{""type"":""Point"",""coordinates"":[-160.4501873446411,61.821029633870396]}"
52,83,385,3455,6134.91357421875,6134.91357421875,-2164,-2759,-188,-5,60,-342,-989,-42,-360,110,6101,-56,-599,54,-111,1501,1891,,190,7,8,6,6,6,3529,66.52891817454673,-450,-408,1696,-154.3159590688164,22,117,2016,6979,1788,2122,6134.91357421875,6134.91357421875,-478,-465,-663,174,172,178,3,1,3,5268,2365,15007,15632,15358,4984,4032,4833,935,3422,8163,10067,14069,15159,6,0,61,804,2653,4347,5198,0,3,-98,181,14996,15783,15547,-438,-405,1609,162,179,122,-56,-599,54,751,353,1071,101,10927,1334,1664,496,756,8143,8143,-453,778,1335,1769,499,5686,6046,7615,10446,328,958,1075,126,"{""type"":""Point"",""coordinates"":[-154.3159590688164,66.52891817454673]}"
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.96622093245563,,,,-137.93807949874997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-137.93807949874997,69.96622093245563]}"
54,229,403,91,10153.1171875,10153.1171875,112,837,-859,272,182,-1310,-1437,-29,193,-155,10872,-37,510,-67,-161,-1527,-2245,,1245,6,6,7,6,6,3827,64.54281089449402,236,142,-545,-143.0108435230349,352,235,242,-6244,-1421,-1611,10153.1171875,10153.1171875,157,89,-2098,1211,1173,1238,3,5,3,202,5091,15266,15784,15562,4917,5621,4695,1381,3944,7804,9158,12424,13447,533,0,177,1182,3228,4853,5807,0,-210,-132,799,15250,15631,15337,231,138,-524,337,715,72,-37,510,-67,738,782,930,668,16958,1285,2630,433,6979,8711,8711,-256,-476,1285,2679,438,4741,4780,3500,11015,644,666,292,195,"{""type"":""Point"",""coordinates"":[-143.0108435230349,64.54281089449402]}"
55,1074,1345,923,3160.889404296875,3160.889404296875,382,-988,-1221,48,7,-628,-206,-388,-335,-273,2784,-211,-308,-37,-2872,-550,-1219,,47,6,6,7,7,6,4656,62.16968637544413,7,-62,-576,-160.41760633603207,50,8,-134,-4093,-649,-689,3160.889404296875,3720.740478515625,6,-63,-1069,38,30,45,1,1,3,4759,2620,15632,15735,15678,4049,4004,4568,1917,5053,8936,10552,13497,14833,1150,71,528,1858,3899,5359,5970,7,-95,-16,1231,15345,15680,15556,7,-61,-574,97,175,19,-211,-308,-37,293,249,291,33,1313,544,918,138,165,8932,9095,-375,-478,584,968,143,4261,5193,1035,11239,93,297,309,47,"{""type"":""Point"",""coordinates"":[-160.41760633603207,62.16968637544413]}"
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.985935016266744,,,,-132.3478239463243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-132.3478239463243,57.985935016266744]}"
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.82723867488098,,,,-147.98083217367738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-147.98083217367738,56.82723867488098]}"
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.20815633037544,,,,-142.00339114234708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-142.00339114234708,58.20815633037544]}"
59,2244,2385,2215,3884.752197265625,3884.752197265625,-611,-790,-76,-50,-50,25,578,-159,-263,-52,2128,-82,-246,-7,-743,-265,-261,,74,6,6,6,6,6,4658,67.45241748984718,-131,-72,-254,-163.5837038764535,-31,-47,66,-3715,-548,-576,3884.752197265625,4274.1953125,-151,-75,-295,65,59,72,1,1,5,4782,2608,15623,15721,15656,4750,4477,5073,700,3094,8125,10193,14470,15983,0,1,262,1362,3430,5045,5778,0,95,102,-44,15548,15694,15630,-131,-72,-252,91,148,27,-82,-246,-7,306,279,324,66,2270,516,936,147,195,8798,8895,-163,-100,523,967,147,4706,4794,3874,11104,187,33,41,5,"{""type"":""Point"",""coordinates"":[-163.5837038764535,67.45241748984718]}"
60,424,290,983,237.02587890625,237.02587890625,10,269,195,6,4,93,-155,304,238,539,201,12,9,25,1463,2623,1975,,3,2,2,3,3,3,4658,64.87026200235296,-7,-1,-7,-161.06695117450693,6,4,178,7834,2633,3446,15034.6875,1037119.625,-7,-1,-93,2,0,2,1,1,5,9580,209,15470,15576,15496,5770,5702,5712,1347,4099,8586,10441,14118,15325,451,16,367,1541,3584,5120,5803,0,-420,-424,-669,15616,15839,15693,-7,-1,-7,11,28,11,12,9,25,8,5,80,18,90,39,40,47,0,10579,14813,1113,1113,41,41,54,5279,4957,6161,8736,852,31,26,46,"{""type"":""Point"",""coordinates"":[-161.06695117450693,64.87026200235296]}"
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.28498770925191,,,,-131.47756878330756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-131.47756878330756,54.28498770925191]}"
62,55,80,545,6338.7470703125,6338.7470703125,1187,1534,211,1050,632,704,-1876,54,139,14,4565,178,961,10,3030,1537,1211,,713,7,6,6,5,6,3157,67.61690693997978,-365,-199,-695,-151.85105697034618,1163,647,1398,7240,1907,2286,6338.7470703125,6338.7470703125,-478,-214,-1390,638,573,699,5,5,3,865,4567,14987,15631,15284,5345,5470,5450,639,2987,7607,9516,13442,14900,0,0,0,350,2182,4034,4996,0,-312,-177,-245,15290,15784,15405,-311,-166,-618,756,1404,139,178,961,10,1858,1961,1598,1358,17553,3278,6868,745,4228,7735,7735,358,184,3283,6935,745,5536,5234,4382,10039,1615,797,1960,140,"{""type"":""Point"",""coordinates"":[-151.85105697034618,67.61690693997978]}"
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.62486632419801,,,,-147.30868993139467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-147.30868993139467,58.62486632419801]}"
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.907731369073666,,,,-135.59079559219467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-135.59079559219467,55.907731369073666]}"
65,831,811,844,4786.79248046875,4786.79248046875,-312,376,222,-336,379,407,-3630,-68,21,66,2767,-430,263,107,1656,10165,7945,,1671,6,6,6,7,6,6053,62.346509483924486,-77,31,-1533,-142.0619214641803,88,379,1298,9851,6565,15039,4786.79248046875,4786.79248046875,-502,30,-2424,1562,1440,1642,3,5,4,1567,5783,14414,15199,14526,4825,5049,5289,1660,4273,7293,8301,10798,11823,1016,79,518,2091,3829,4964,5529,0,51,-57,-64,14580,16216,15321,-45,18,-945,1095,2309,293,-430,263,107,3315,3330,3163,2758,27275,6256,12369,1602,11833,6736,6736,1438,1447,6271,12372,1605,5369,5148,4234,9039,2010,2263,2586,1708,"{""type"":""Point"",""coordinates"":[-142.0619214641803,62.346509483924486]}"
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.86389125116489,,,,-144.20993046878502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-144.20993046878502,57.86389125116489]}"
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.446389089546734,,,,-138.44311827642542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-138.44311827642542,58.446389089546734]}"
68,3080,3107,2999,181.74676513671875,181.74676513671875,395,-42,241,33,2,-171,612,433,282,283,159,107,139,29,2635,3034,2284,,422,7,7,5,4,4,4363,61.382795659532704,38,5,495,-148.37043290425444,39,6,516,8095,2870,3851,182.46395874023438,2729.847900390625,32,1,-192,414,405,419,1,1,5,152,5086,15225,15556,15354,6468,5926,5443,2026,5183,8765,10187,12834,14157,1332,99,627,2027,4099,5555,6131,0,-149,-10,520,15489,15859,15583,38,5,495,71,162,26,107,139,29,129,145,189,20,145,246,492,103,2154,5444,8133,231,232,268,512,107,5144,5002,4788,7748,19,382,434,167,"{""type"":""Point"",""coordinates"":[-148.37043290425444,61.382795659532704]}"
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.172228210817536,,,,-162.71289408559446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-162.71289408559446,53.172228210817536]}"
70,3111,2999,3190,3719.440185546875,3719.440185546875,-3865,-3719,-826,-328,-373,-508,-81,-648,-773,-304,2917,-857,-2319,-99,-9249,-2618,-3285,,238,7,7,9,8,6,3867,62.59061796705644,-1295,-642,-2458,-155.51869864996166,-28,23,-251,-7813,-2687,-3557,3719.440185546875,102083.9921875,-1596,-1038,-2715,229,221,234,3,3,2,9404,297,15706,15838,15708,2698,2121,4404,1819,4830,8720,10298,13312,14595,1042,0,356,1504,3506,5018,5657,0,292,316,420,14781,15577,15379,-1271,-628,-2404,82,164,35,-857,-2319,-99,640,671,691,22,4333,1320,2998,326,568,8083,11384,-1055,-442,1574,3790,341,2749,4045,323,10387,735,1086,1718,248,"{""type"":""Point"",""coordinates"":[-155.51869864996166,62.59061796705644]}"
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.43847881565114,,,,-162.76509051858903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-162.76509051858903,57.43847881565114]}"
72,2982,3048,2855,984.1965942382812,984.1965942382812,-404,-37,-178,0,2,81,-13,-311,-139,-630,1065,-8,-9,-5,-476,-828,-597,0,74,1,1,1,1,1,4483,69.93818899851124,-7,0,-25,-143.53354933771774,0,2,82,-5118,-951,-1040,156633.890625,371716.53125,-8,0,-26,74,73,74,1,1,2,6908,1545,15699,15749,15713,4188,4681,2859,41,2328,7667,10676,14841,17484,0,0,112,961,2936,4696,5524,0,3,-72,-3930,15652,15666,15653,-7,0,-25,5,16,1,-8,-9,-5,15,19,11,15,30,27,66,8,115,15404,16268,-91,-91,28,66,9,4850,4854,4842,12703,85,2,2,1,"{""type"":""Point"",""coordinates"":[-143.53354933771774,69.93818899851124]}"
73,953,1013,1020,101252.7578125,101252.7578125,-3690,-3502,-352,-360,-224,-201,-148,-556,-861,40,1121,-162,-570,2,-1653,855,659,,384,7,7,9,9,6,4595,66.91185863961063,-101,-63,-61,-138.37177251529278,-73,-46,-33,5969,1199,1335,184910.1875,752410.375,-388,-241,-229,380,377,383,3,3,3,9532,233,15634,15665,15633,3088,2105,4913,840,3266,8050,9931,13996,15214,0,0,266,1361,3435,5083,5846,0,1458,845,782,15469,15750,15699,-101,-63,-61,37,67,11,-162,-570,2,141,152,147,16,27672,291,662,67,2677,13423,14823,-330,305,333,874,67,3049,4256,3932,15148,703,83,155,5,"{""type"":""Point"",""coordinates"":[-138.37177251529278,66.91185863961063]}"
74,805,1142,214,100.41802978515625,100.41802978515625,-166,-145,2604,-17,-7,218,44,504,264,1229,,22,11,40,2406,4878,3489,,,5,5,6,6,6,4415,60.15245664824987,0,1,12,-162.63588512214352,7,1,247,8814,4274,6946,3675.743896484375,30243.392578125,-25,-7,-16,2,2,2,1,1,4,2405,3797,15439,15464,15439,6544,6127,8514,2261,5684,9227,10714,13089,14523,1619,122,647,2016,4040,5456,6019,28,779,783,-1958,15680,15951,15788,0,1,12,7,8,7,22,11,40,12,5,63,8,18,43,43,33,-1,9920,12028,1529,1529,48,45,52,3544,4221,4015,8630,14,17,18,10,"{""type"":""Point"",""coordinates"":[-162.63588512214352,60.15245664824987]}"
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.34581136585788,,,,-142.5086368638355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-142.5086368638355,55.34581136585788]}"
76,1651,1619,1680,2428.908203125,2428.908203125,-21,1690,-64,50,92,-409,3051,-47,21,-18,2157,-309,204,-32,884,136,-169,,1249,6,6,6,6,6,8133,68.1890753652073,-624,378,-567,-152.81640874929946,91,558,-210,1378,550,786,2428.908203125,2428.908203125,-666,-87,-766,1118,1101,1217,1,4,2,1070,5535,14674,15701,14954,5003,5013,4946,446,2570,6622,8349,11786,13277,0,0,887,3033,5410,6607,6968,0,-7,-18,57,14763,15714,14937,-351,272,-308,1314,1487,322,-309,204,-32,3438,2631,3525,1233,18234,6523,9738,1825,7093,5779,5779,35,-184,6530,9740,1825,4481,4469,3851,8082,994,213,10663,42,"{""type"":""Point"",""coordinates"":[-152.81640874929946,68.1890753652073]}"
77,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,52.874904579417134,,,,-168.05363351645644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-168.05363351645644,52.874904579417134]}"
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.96492271240357,,,,-166.22214826603812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-166.22214826603812,56.96492271240357]}"
79,1080,1136,842,28334.0,28334.0,-4735,-4348,-1820,-678,-342,-957,-323,-857,-946,-374,32000,-503,-1101,-56,-5169,-1794,-2180,,252,5,7,8,9,7,4637,60.07072497832401,-104,-35,-638,-156.9710370071722,8,23,-76,-7857,-2078,-2489,26146.1015625,95225.0390625,-792,-401,-1519,243,236,250,3,3,3,9377,311,15710,15797,15711,2128,1830,3988,2251,5665,9058,10439,12745,14156,1625,145,691,2124,4176,5593,6158,36,1711,879,1789,15194,15618,15493,-104,-35,-636,93,161,20,-503,-1101,-56,227,222,305,12,13844,586,1164,150,484,10895,12182,-673,-373,772,1603,160,4025,4551,2069,13282,394,340,410,105,"{""type"":""Point"",""coordinates"":[-156.9710370071722,60.07072497832401]}"
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.795027145763676,,,,-167.13701191922567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-167.13701191922567,52.795027145763676]}"
81,3320,3184,103,492.8128662109375,492.8128662109375,217,-476,394,13,3,277,-241,11,-269,-287,584,1,-56,-37,-2687,-5846,-4260,,18,10,9,10,7,7,4198,59.24119002904683,17,-20,751,-135.24666405653326,60,20,852,-8812,-4602,-7937,493.732421875,3802.84033203125,-28,-37,177,14,14,16,1,1,3,9179,410,15483,16000,15713,5562,4795,4287,2396,5968,9323,10735,12838,14307,1805,0,594,1694,3983,5393,5892,0,-143,-91,-756,15215,15415,15287,17,-20,750,42,42,18,1,-56,-37,54,22,210,15,264,148,209,129,-16,6830,8869,-518,-521,148,216,134,5025,4905,4728,9133,362,327,364,349,"{""type"":""Point"",""coordinates"":[-135.24666405653326,59.24119002904683]}"
82,1930,897,2208,947.77587890625,947.77587890625,-3790,-4040,-599,-2158,-537,1298,2829,-1029,-1248,-346,866,-2236,-5773,-241,-26322,-12694,-11675,,814,6,9,9,9,6,5289,66.61086921227108,-2066,-1706,-6591,-136.21862946125958,-792,-337,1302,-9578,-6700,-16839,947.77587890625,91941.4140625,-3433,-1907,-6594,806,801,810,3,3,5,8382,808,15620,16342,15826,1501,782,5149,899,3252,7693,9330,13115,14111,0,0,548,1418,2958,5796,6274,0,4535,792,-531,12987,15073,14659,-2059,-1695,-6042,83,128,47,-2236,-5773,-241,272,387,1373,46,2808,2173,4622,695,2838,5744,10379,-4104,-4113,3118,7396,735,4224,5260,2448,8047,548,8815,11439,1499,"{""type"":""Point"",""coordinates"":[-136.21862946125958,66.61086921227108]}"
83,2069,1995,2177,3190.155029296875,3190.155029296875,89,139,1295,0,-1,623,1028,94,75,250,1308,80,118,60,1807,2195,2638,,232,6,6,6,6,6,4755,63.886236230425865,-6,26,295,-152.32227504555692,26,32,831,7475,2244,2847,3190.155029296875,3554.0595703125,-32,-7,87,214,198,226,1,1,3,3246,3376,15412,15598,15439,5359,5218,5795,1552,4376,8547,10240,13599,14815,710,49,538,1919,4013,5497,6114,2,0,1,-677,15593,15817,15703,-6,25,292,183,345,58,80,118,60,512,477,525,233,3307,856,1575,240,1344,8030,8138,347,502,860,1579,247,4895,5011,5193,10335,457,48,115,46,"{""type"":""Point"",""coordinates"":[-152.32227504555692,63.886236230425865]}"
84,2744,2794,2785,3030.673095703125,3030.673095703125,575,400,345,134,47,284,540,56,48,61,1144,48,83,14,412,386,414,,580,6,6,6,6,6,4257,66.51308552206415,-24,-29,59,-139.47118952641262,137,49,375,2604,443,490,3030.673095703125,3030.673095703125,-27,-31,-31,563,546,575,5,1,5,1506,5753,15553,15688,15566,5177,5233,4937,934,3369,7979,9749,13660,14686,13,2,271,1398,3470,5127,5896,0,-150,-51,-310,15594,15727,15607,-24,-29,58,162,335,46,48,83,14,512,519,524,396,2640,857,1712,237,4462,8152,8152,116,201,858,1714,238,4763,4622,5475,10457,292,21,26,5,"{""type"":""Point"",""coordinates"":[-139.47118952641262,66.51308552206415]}"
85,487,410,510,1400.0377197265625,1400.0377197265625,770,3512,152,269,-48,305,-3550,300,525,96,1172,928,2473,92,10290,1212,2347,,1120,5,6,6,6,6,4411,65.95289467927898,1544,959,2423,-140.32958415300027,1593,968,2523,6464,1771,2112,1400.0377197265625,1400.0377197265625,220,-56,205,1035,974,1099,5,1,5,6562,8281,14389,15647,15194,5315,5823,4933,1042,3396,7501,8946,12455,13402,151,0,0,888,2483,4262,5165,0,-86,22,-82,15418,15768,15429,1343,896,1999,876,1495,238,928,2473,92,1732,1220,2029,999,5483,3089,4705,959,9542,5877,5877,1949,1084,3225,5315,963,7391,5991,8315,8181,207,1331,2581,186,"{""type"":""Point"",""coordinates"":[-140.32958415300027,65.95289467927898]}"
86,347,112,471,1399.2689208984375,1399.2689208984375,1428,2008,896,282,403,1552,-2324,180,97,173,1205,283,328,93,2458,234,2856,,508,7,7,6,6,6,4271,68.47680727909346,-183,-279,874,-140.8117797565499,306,420,1623,3212,496,558,1399.2689208984375,1399.2689208984375,-206,-296,803,474,451,496,5,5,5,3354,6677,14913,15696,15224,5831,5786,5451,415,2818,7600,9839,13882,15766,0,0,0,711,2529,4316,5219,0,-173,-237,-749,15159,15719,15510,-176,-267,821,334,562,115,283,328,93,924,963,1169,649,3381,1576,3364,539,4182,6360,6360,408,1908,1601,3380,547,5396,4789,7270,8663,323,341,1017,146,"{""type"":""Point"",""coordinates"":[-140.8117797565499,68.47680727909346]}"
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.195246316431636,,,,-166.85011379938058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-166.85011379938058,55.195246316431636]}"
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.175297775949886,,,,-141.08822179836056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-141.08822179836056,57.175297775949886]}"
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.03714472780439,,,,-135.55897842779225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-135.55897842779225,71.03714472780439]}"
90,3013,2705,3122,6163.5380859375,6163.5380859375,-2197,1587,-3142,-70,9,-499,-66,-1108,-611,-678,5242,-112,-75,-36,-1885,-2686,-2369,,21,7,7,7,7,7,4334,58.762669528495344,-13,23,-31,-158.25163480927378,-10,23,-30,-6620,-2696,-3798,7393.63134765625,26332.318359375,-72,9,-500,19,18,20,1,1,3,366,5179,15662,15842,15749,1435,2521,2827,2465,6114,9380,10759,12722,14208,1898,163,720,2127,4141,5533,6067,50,851,-281,2720,15473,15573,15512,-13,23,-31,20,30,6,-112,-75,-36,47,19,105,22,1780,101,123,53,100,10123,11393,-712,-704,150,145,64,4842,4859,3860,12175,21,25,31,21,"{""type"":""Point"",""coordinates"":[-158.25163480927378,58.762669528495344]}"
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.12921928953927,,,,-169.8076599623172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-169.8076599623172,57.12921928953927]}"
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.39555674099083,,,,-133.13565754137875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-133.13565754137875,64.39555674099083]}"
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.34755073056619,,,,-162.8073416124219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-162.8073416124219,59.34755073056619]}"
94,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,53.427138723577656,,,,-164.91406739608402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-164.91406739608402,53.427138723577656]}"
95,1312,1398,1131,1493.75,1493.75,1893,2232,-554,2205,1423,-2288,-1997,165,328,-80,1633,847,2700,-124,6093,-10005,-8785,,1518,5,4,5,5,6,7124,64.65130004888566,-505,-272,681,-139.67688670394094,2893,1465,2521,-8677,-6038,-14654,1493.75,1493.75,-1193,-314,-4128,1412,1317,1490,5,5,3,580,5290,13847,16208,15523,6074,6572,4576,1253,3576,7081,8260,11258,12163,469,96,783,2499,4354,5709,6364,3,-447,-384,382,14456,15207,14645,-364,-224,430,1065,2013,280,847,2700,-124,2624,2030,3091,470,9421,5105,8216,1556,9366,5466,5466,-2699,-2769,5174,8648,1561,5365,4874,5722,7769,418,6082,10935,817,"{""type"":""Point"",""coordinates"":[-139.67688670394094,64.65130004888566]}"
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.53614915393412,,,,-165.0128800366504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-165.0128800366504,70.53614915393412]}"
